id,attore1,attore2,attore3,regista,sceneggiatore
110,Irène Jacob,Jean-Louis Trintignant,Jean-Pierre Lorit,Krzysztof Kieślowski,Krzysztof Kieślowski
108,Juliette Binoche,Benoît Régent,Florence Pernel,Krzysztof Kieślowski,Krzysztof Kieślowski
109,Zbigniew Zamachowski,Julie Delpy,Janusz Gajos,Krzysztof Kieślowski,Krzysztof Kieślowski
159185,Ning Jing,Wu Gang,,He Ping,Krzysztof Kieślowski
36357,Leslie Nielsen,Christopher Lloyd,Matt McCoy,Fred Gerber,Krzysztof Kieślowski
92769,Darlanne Fluegel,James Brolin,Martin Neufeld,George Mihalka,Kurt Wimmer
28033,Al Franken,Laura San Giacomo,Vincent D'Onofrio,Harold Ramis,Al Franken
22586,Michelle Nicastro,Jack Palance,Howard McGillin,Richard Rich,Brian Nissen
14334,Jeni Courtney,Eileen Colgan,Mick Lally,John Sayles,John Sayles
2636,Sylvester Stallone,Sharon Stone,James Woods,Luis Llosa,Alexandra Seros
2164,Kurt Russell,James Spader,Jaye Davidson,Roland Emmerich,Roland Emmerich
11395,Tim Allen,Judge Reinhold,Wendy Crewson,John Pasquin,Steve Rudnick
278,Tim Robbins,Morgan Freeman,Bob Gunton,Frank Darabont,Steve Rudnick
9905,Kerry Fox,Christopher Eccleston,Ewan McGregor,Danny Boyle,John Hodge
87078,Dennis Haysbert,Michael Harris,Mel Harris,Scott McGehee,John Hodge
12527,Jorge Perugorría,Vladimir Cruz,Mirta Ibarra,Tomás Gutiérrez Alea,Senel Paz
20306,Kevin Spacey,Frank Whaley,Michelle Forbes,George Huang,Senel Paz
36614,Jack Thompson,John Polson,Deborah Kennedy,Kevin Dowling,David Stevens
27993,Matt Frewer,Valerie Mahaffey,Lawrence Dane,Kelly Makin,David Stevens
31439,Ge You,Gong Li,Niu Ben,Zhang Yimou,Lu Wei
9067,Lori Petty,Ice-T,Naomi Watts,Rachel Talalay,Tedi Sarafian
9059,Billy Zane,William Sadler,Jada Pinkett Smith,Ernest R. Dickerson,Tedi Sarafian
193,Patrick Stewart,Jonathan Frakes,Brent Spiner,David Carson,Ronald D. Moore
25066,Clarence Williams III,Corbin Bernsen,David Alan Grier,Rusty Cundieff,Ronald D. Moore
46797,Willem Dafoe,Miranda Richardson,Rosemary Harris,Brian Gilbert,Ronald D. Moore
12122,Christopher Reeve,Kirstie Alley,Linda Kozlowski,John Carpenter,David Himmelstein
11381,Chris Farley,David Spade,Brian Dennehy,Peter Segal,Bonnie Turner
32636,Wallace Shawn,Julianne Moore,Larry Pine,Louis Malle,David Mamet
36141,Peter Gallagher,Alison Elliott,William Fichtner,Steven Soderbergh,Steven Soderbergh
95963,Allen Payne,Eddie Griffin,Joe Morton,Preston A. Whitmore II,Steven Soderbergh
1587,Johnny Depp,Leonardo DiCaprio,Juliette Lewis,Lasse Hallström,Peter Hedges
9271,Denzel Washington,Russell Crowe,Kelly Lynch,Brett Leonard,Eric Bernt
2064,Sandra Bullock,Bill Pullman,Peter Gallagher,Jon Turteltaub,Daniel G. Sullivan
19855,Elijah Wood,Kevin Costner,Mare Winningham,Jon Avnet,Daniel G. Sullivan
60855,Sandra Oh,Stephen Chang,Alannah Ong,Mina Shum,Daniel G. Sullivan
236,Toni Collette,Bill Hunter,Rachel Griffiths,P.J. Hogan,Daniel G. Sullivan
48287,Schuyler Fisk,Bre Blair,Rachael Leigh Cook,Melanie Mayron,Dalene Young
3049,Jim Carrey,Sean Young,Courteney Cox,Tom Shadyac,Jack Bernstein
2759,Terence Stamp,Hugo Weaving,Guy Pearce,Stephan Elliott,Stephan Elliott
12635,Stephen Dorff,Ian Hart,Sheryl Lee,Iain Softley,Iain Softley
10497,Hugh Grant,Kristin Scott Thomas,Emmanuelle Seigner,Roman Polanski,Roman Polanski
11382,John Cusack,Dianne Wiest,Jennifer Tilly,Woody Allen,Douglas McGrath
9331,Harrison Ford,Willem Dafoe,Anne Archer,Phillip Noyce,Steven Zaillian
10731,Susan Sarandon,Tommy Lee Jones,Mary-Louise Parker,Joel Schumacher,Akiva Goldsman
10464,Whoopi Goldberg,Ray Liotta,Tina Majorino,Jessie Nelson,Jessie Nelson
34152,Alfre Woodard,Delroy Lindo,David Patrick Kelly,Spike Lee,Jessie Nelson
9495,Brandon Lee,Rochelle Davis,Ernie Hudson,Alex Proyas,David J. Schow
29973,Tommy Lee Jones,Robert Wuhl,Lolita Davidovich,Ron Shelton,David J. Schow
888,John Goodman,Elizabeth Perkins,Rick Moranis,Brian Levant,Tom S. Parker
13,Tom Hanks,Robin Wright,Gary Sinise,Robert Zemeckis,Eric Roth
712,Hugh Grant,Andie MacDowell,James Fleet,Mike Newell,Richard Curtis
16295,Omar Epps,Kristy Swanson,Michael Rapaport,John Singleton,Richard Curtis
48992,Lauren Vélez,Jon Seda,Tomas Melly,Darnell Martin,Richard Curtis
10879,Nick Nolte,Saul Rubinek,James Rebhorn,Charles Shyer,Charles Shyer
10660,Nicolas Cage,Bridget Fonda,Rosie Perez,Andrew Bergman,Jane Anderson
10714,Jason Scott Lee,Cary Elwes,Lena Headey,Stephen Sommers,Stephen Sommers
41647,Leni Riefenstahl,Marlene Dietrich,Walter Frentz,Ray Müller,Stephen Sommers
8587,Jonathan Taylor Thomas,Matthew Broderick,James Earl Jones,Roger Allers,Jonathan Roberts
1689,Keanu Reeves,Bridget Fonda,Chris Isaak,Bernardo Bertolucci,Jonathan Roberts
11596,Heather Langenkamp,Robert Englund,Miko Hughes,Wes Craven,Wes Craven
854,Jim Carrey,Cameron Diaz,Nancy Fish,Chuck Russell,Mike Werb
9359,Mel Gibson,Jodie Foster,James Garner,Richard Donner,Mike Werb
23333,Jennifer Jason Leigh,Campbell Scott,Matthew Broderick,Alan Rudolph,Mike Werb
36593,Leslie Nielsen,Priscilla Presley,George Kennedy,Peter Segal,Mike Werb
12280,Michael Keaton,Robert Duvall,Glenn Close,Ron Howard,David Koepp
2788,Winona Ryder,Ben Stiller,Janeane Garofalo,Ben Stiller,Helen Childress
10427,Nicolas Cage,Dennis Hopper,Lara Flynn Boyle,John Dahl,John Dahl
11011,Macaulay Culkin,John Larroquette,Edward Herrmann,Donald Petrie,Tom S. Parker
49803,Susan Sarandon,Nick Stahl,Sam Shepard,Robert Allan Ackerman,Deena Goldstone
8987,Meryl Streep,David Strathairn,Kevin Bacon,Curtis Hanson,Denis O'Neill
1637,Keanu Reeves,Dennis Hopper,Sandra Bullock,Jan de Bont,Graham Yost
15128,Michael Keaton,Geena Davis,Christopher Reeve,Ron Underwood,Robert King
8831,Jean-Claude Van Damme,Mia Sara,Ron Silver,Peter Hyams,Mark Verheiden
36955,Arnold Schwarzenegger,Jamie Lee Curtis,Tom Arnold,James Cameron,James Cameron
10449,Andy García,Meg Ryan,Ellen Burstyn,Luis Mandoki,Ronald Bass
10395,Jack Nicholson,Christopher Plummer,James Spader,Mike Nichols,Wesley Strick
12160,Kevin Costner,Dennis Quaid,Gene Hackman,Lawrence Kasdan,Lawrence Kasdan
40480,Laurence Fishburne,Ellen Barkin,Frank Langella,Damian Harris,Lawrence Kasdan
52038,Albert Finney,Brenda Fricker,Michael Gambon,Suri Krishnamma,Barry Devlin
29444,Stephen Dorff,Reese Witherspoon,Jake Busey,Jefery Levy,Danny Rubin
26352,Keenen Ivory Wayans,Charles S. Dutton,Jada Pinkett Smith,Keenen Ivory Wayans,Danny Rubin
39953,James Andrews,Mary Beth Aylesworth,Mike Barbour,Robert Lee King,Danny Rubin
41580,Gérard Depardieu,Fanny Ardant,Fabrice Luchini,Yves Angelo,Jean Cosmos
315,Tura Satana,Haji,Lori Williams,Russ Meyer,Russ Meyer
22067,Allen Payne,Jada Pinkett Smith,Bokeem Woodbine,Doug McHenry,Bobby Smith Jr.
18242,Nick Upton,Deborah Collard,Frank Passingham,Dave Borthwick,Bobby Smith Jr.
11667,Jean-Claude Van Damme,Raúl Juliá,Ming-Na Wen,Steven E. de Souza,Steven E. de Souza
32502,Michael J. Fox,Jason Priestley,Kimberly Williams-Paisley,Wallace Wolodarsky,Steven E. de Souza
267188,Michael A. Nickles,Adam Ant,Heather Graham,Michael A. Nickles,Steven E. de Souza
28732,Steve Alden,David Arquette,Stephen Baldwin,Paul Warner,Steve Alden
75555,Eddie Bowz,Heather Medway,Ann Turkel,Vincent Robert,Steve Alden
42981,,,,Theodore Thomas,Steve Alden
278939,Эрика Элениак,William McNamara,Michael Lerner,Lucas Platt,John Warren
291731,Blythe Danner,Frank Whaley,Sheryl Lee,Ross Kagan Marks,Mark Medoff
226229,Edward James Olmos,Sean Young,James Andronica,Paul Williams,Mark Medoff
203119,Robert Wuhl,Tom Selleck,Joe Piscopo,Robert Wuhl,Robert Wuhl
172923,Damián Alcázar,Pedro Armendáriz Jr.,Dolores Heredia,Roberto Sneider,Robert Wuhl
316098,Roscoe Lee Browne,,,Jack Baxter,Robert Wuhl
8011,Christopher Lambert,Mario Van Peebles,Deborah Kara Unger,Andrew Morahan,Paul Ohl
171857,Nicholas Turturro,Anthony DeSando,Libby Langdon,Michael Corrente,Paul Ohl
2654,Sam Neill,Julie Carmen,Jürgen Prochnow,John Carpenter,Michael De Luca
18069,Luke Perry,Stephen Baldwin,Cynthia Geary,John G. Avildsen,Michael De Luca
19092,Duane Martin,Tupac Amaru Shakur,Bernie Mac,Jeff Pollack,Michael De Luca
2758,Raúl Juliá,Anjelica Huston,Christopher Lloyd,Barry Sonnenfeld,Paul Rudnick
38129,Martin Lawrence,,,Thomas Schlamme,Paul Rudnick
10436,Daniel Day-Lewis,Michelle Pfeiffer,Winona Ryder,Martin Scorsese,Jay Cocks
13595,Brendan Fraser,Steve Buscemi,Adam Sandler,Michael Lehmann,Jay Cocks
46094,Kevin Bacon,Charles Gitonga Maina,Yolanda Vazquez,Paul Michael Glaser,Jay Cocks
9409,Richard Dreyfuss,Emilio Estevez,Rosie O'Donnell,John Badham,Lynn Kouf
11853,Madeleine Stowe,Mary Stuart Masterson,Andie MacDowell,Jonathan Kaplan,Ken Friedman
16771,Taylor Nichols,Chris Eigeman,Mira Sorvino,Whit Stillman,Whit Stillman
46924,Robin Williams,Maudie Johnson,Max Johnson,Bill Forsyth,Whit Stillman
11041,Jim Varney,Diedrich Bader,Эрика Элениак,Penelope Spheeris,Lawrence Konner
306,Eddie Murphy,Judge Reinhold,Héctor Elizondo,John Landis,Danilo Bach
14522,Alan Cumming,Sean Bean,David Thewlis,Caroline Thompson,Caroline Thompson
26203,Madeleine Stowe,Aidan Quinn,James Remar,Michael Apted,Dana Stevens
178,Jeff Bridges,Tommy Lee Jones,Suzy Amis,Stephen Hopkins,Dana Stevens
19819,Nick Nolte,Shaquille O'Neal,Mary McDonnell,William Friedkin,Dana Stevens
57834,Jessica Lange,Tommy Lee Jones,Powers Boothe,Tony Richardson,Rama Laurie Stagner
4722,Gabrielle Anwar,Terry Kinney,Billy Wirth,Abel Ferrara,Raymond Cistheri
18215,Julian Sands,Sherilyn Fenn,Bill Paxton,Jennifer Chambers Lynch,Jennifer Chambers Lynch
1607,Robert De Niro,Chazz Palminteri,Lillo Brancato,Robert De Niro,Chazz Palminteri
26391,Chris Elliott,Ritch Brinkley,James Gammon,Adam Resnick,Adam Resnick
117553,Jason Priestley,Gabriel Olds,Jerry O'Connell,John Whitesell,Adam Resnick
6075,Al Pacino,Sean Penn,Penelope Ann Miller,Brian De Palma,David Koepp
11310,Billy Crystal,Daniel Stern,Jon Lovitz,Paul Weiland,Billy Crystal
18658,Dana Carvey,Valeria Golino,James Earl Jones,Mick Jackson,Billy Crystal
9350,Sylvester Stallone,John Lithgow,Michael Rooker,Renny Harlin,Michael France
9612,Robert Knott,Dan Aykroyd,Jane Curtin,Steve Barron,Dan Aykroyd
2124,Bruce Willis,Jane March,Rubén Blades,Richard Rush,Billy Ray
26261,Chevy Chase,Jack Palance,Dianne Wiest,Michael Ritchie,Billy Ray
19176,Woody Harrelson,Kiefer Sutherland,Dylan McDermott,Gregg Champion,William D. Wittliff
49299,Harvey Keitel,Madonna,James Russo,Abel Ferrara,Nicholas St. John
11566,Kevin Kline,Sigourney Weaver,Frank Langella,Ivan Reitman,Gary Ross
9571,Jason London,Rory Cochrane,Wiley Wiggins,Richard Linklater,Richard Linklater
9739,Sylvester Stallone,Wesley Snipes,Sandra Bullock,Marco Brambilla,Daniel Waters
24257,,,,Bruce Brown,Daniel Waters
34444,Uma Thurman,Lorraine Bracco,Pat Morita,Gus Van Sant,Daniel Waters
26141,Armand Assante,Sherilyn Fenn,Kate Nelligan,Carl Reiner,Daniel Waters
10997,Leslie Cheung,Gong Li,Zhang Fengyi,Chen Kaige,Lillian Lee Pik-Wah
50463,Harley Jane Kozak,Elizabeth McGovern,Bill Pullman,Donald Petrie,Lillian Lee Pik-Wah
10443,Jeff Bridges,Isabella Rossellini,Rosie Perez,Peter Weir,Rafael Yglesias
20239,Larry B. Scott,Mark Christopher Lawrence,Rusty Cundieff,Rusty Cundieff,Rafael Yglesias
16297,Joe Pesci,Brendan Fraser,Moira Kelly,Alek Keshishian,William Mastrosimone
18551,Meg Ryan,Dennis Quaid,James Caan,Steve Kloves,William Mastrosimone
25440,Mia Farrow,Jim Broadbent,Natasha Richardson,John Irvin,Hugh Leonard
9024,Michael J. Fox,Gabrielle Anwar,Anthony Higgins,Barry Sonnenfeld,Lawrence Konner
37233,Tom Cruise,Jeanne Tripplehorn,Gene Hackman,Sydney Pollack,David Rabe
1634,Jason James Richter,Lori Petty,August Schellenberg,Simon Wincer,Corey Blechman
13815,Sean Nelson,Giancarlo Esposito,Samuel L. Jackson,Boaz Yakin,Boaz Yakin
5503,Harrison Ford,Tommy Lee Jones,Sela Ward,Andrew Davis,Jeb Stuart
35588,Jason Patric,Wes Studi,Gene Hackman,Walter Hill,John Milius
2087,Alec Baldwin,Kim Basinger,Michael Madsen,Roger Donaldson,Walter Hill
41579,Macaulay Culkin,Ted Danson,Glenne Headly,Howard Deutch,Walter Hill
18620,Guinevere Turner,V.S. Brodie,T. Wendy McMillan,Rose Troche,Walter Hill
41006,Colin Friels,Sean Connery,John Lithgow,Bruce Beresford,Walter Hill
4916,Rebecca De Mornay,Don Johnson,Dana Ivey,Sidney Lumet,Walter Hill
2019,Jean-Claude Van Damme,Arnold Vosloo,Lance Henriksen,John Woo,Chuck Pfarrer
31642,Tommy Lee Jones,Robert John Burke,Timothy Carhart,Oliver Stone,Oliver Stone
9255,Charlie Sheen,Lloyd Bridges,Valeria Golino,Jim Abrahams,Jim Abrahams
26271,Dana Delany,Kim Cattrall,Cynthia Stevenson,Julianna Lavin,Jim Abrahams
10612,Hugh Grant,Tara Fitzgerald,Colm Meaney,Christopher Monger,Christopher Monger
2259,Meryl Streep,Glenn Close,Jeremy Irons,Bille August,Bille August
16097,Bernie Mac,Chris Tucker,Christopher Reid,Eric Meza,Takashi Bufford
11934,Tim Robbins,Jennifer Jason Leigh,Paul Newman,Joel Coen,Joel Coen
106143,Nick Nolte,Woody Harrelson,Albert Brooks,James L. Brooks,Joel Coen
12475,Pauly Shore,Andy Dick,Lori Petty,"Daniel Petrie, Jr.","Daniel Petrie, Jr."
9386,Clint Eastwood,Rene Russo,John Malkovich,Wolfgang Petersen,"Daniel Petrie, Jr."
7984,Daniel Day-Lewis,Pete Postlethwaite,Emma Thompson,Jim Sheridan,Terry George
59930,Larenz Tate,Joe Morton,Suzzanne Douglas,Matty Rich,Terry George
15765,Angela Bassett,Laurence Fishburne,Vanessa Bell Calloway,Brian Gibson,Kate Lanier
31643,Joe Pesci,Christian Slater,Victoria Abril,Barry Levinson,Kate Lanier
6,Emilio Estevez,Cuba Gooding Jr.,Denis Leary,Stephen Hopkins,Lewis Colick
329,Sam Neill,Laura Dern,Jeff Goldblum,Steven Spielberg,Michael Crichton
10909,Brad Pitt,David Duchovny,Juliette Lewis,Dominic Sena,Stephen Levy
507,Eric Stoltz,Julie Delpy,Jean-Hugues Anglade,Roger Avary,Stephen Levy
34024,Jesse Bradford,Jeroen Krabbé,Lisa Eichhorn,Steven Soderbergh,Steven Soderbergh
29918,Tom Guiry,Helen Slater,Jon Tenney,Daniel Petrie,Steven Soderbergh
9593,Arnold Schwarzenegger,F. Murray Abraham,Art Carney,John McTiernan,Shane Black
42580,Michael J. Fox,Christina Vidal,Nathan Lane,James Lapine,Shane Black
22317,Paul Hogan,Beverly D'Angelo,Cuba Gooding Jr.,Simon Wincer,Shane Black
1413,Jeremy Irons,John Lone,Barbara Sukowa,David Cronenberg,David Henry Hwang
12121,Whoopi Goldberg,Ted Danson,Nia Long,Richard Benjamin,Marcia Brandwynne
2246,Alec Baldwin,Nicole Kidman,Bill Pullman,Harold Becker,Aaron Sorkin
10502,Mel Gibson,Nick Stahl,Margaret Whitton,Mel Gibson,Malcolm MacRury
10440,Woody Allen,Diane Keaton,Jerry Adler,Woody Allen,Woody Allen
9516,Tyrin Turner,Larenz Tate,Glenn Plummer,Albert Hughes,Tyger Williams
2320,Kurt Russell,Steven Seagal,Halle Berry,Stuart Baird,Tyger Williams
5879,Eiko Matsuda,Tatsuya Fuji,Aoi Nakajima,Nagisa Ōshima,Nagisa Ōshima
83718,Karen Sillas,Tom Noonan,,Tom Noonan,Tom Noonan
11971,Kenneth Branagh,Richard Briers,Michael Keaton,Kenneth Branagh,Kenneth Branagh
2625,Richard Gere,Lena Olin,Anne Bancroft,Mike Figgis,Eric Roth
31911,Matt Dillon,Annabella Sciorra,Mary-Louise Parker,Anthony Minghella,Eric Roth
788,Robin Williams,Sally Field,Pierce Brosnan,Chris Columbus,Randi Mayem Singer
21450,David Thewlis,Lesley Sharp,Katrin Cartlidge,Mike Leigh,Randi Mayem Singer
11231,Pat Morita,Hilary Swank,Michael Ironside,Christopher Cain,Mark Lee
41588,Peter Weller,Judy Davis,Patrick Bauchau,Michael Tolkin,Mark Lee
10447,Ray Liotta,Lance Henriksen,Stuart Wilson,Martin Campbell,Michael Gaylin
31586,Elijah Wood,Jason Alexander,Julia Louis-Dreyfus,Rob Reiner,Alan Zweibel
9300,Tilda Swinton,Billy Zane,Lothaire Bluteau,Sally Potter,Sally Potter
9559,Kevin Costner,Clint Eastwood,Laura Dern,Clint Eastwood,John Lee Hancock
9800,Tom Hanks,Denzel Washington,Jason Robards,Jonathan Demme,John Lee Hancock
713,Holly Hunter,Harvey Keitel,Sam Neill,Jane Campion,Jane Campion
8291,Janet Jackson,Tupac Amaru Shakur,Regina King,John Singleton,John Singleton
18133,James Caan,Halle Berry,Omar Epps,David S. Ward,John Singleton
25557,Donald Sutherland,Eric Thal,Julie Warner,Stuart Orme,Ted Elliott
22588,Brian Benben,Mary Stuart Masterson,Ned Beatty,Mel Smith,Willard Huyck
10872,Denis Leary,Judy Davis,Kevin Spacey,Ted Demme,Richard LaGravenese
1245,Anthony Hopkins,Emma Thompson,James Fox,James Ivory,Ruth Prawer Jhabvala
11858,Danny DeVito,Mark Wahlberg,Gregory Hines,Penny Marshall,Jim Burnstein
7007,Sean Connery,Wesley Snipes,Harvey Keitel,Philip Kaufman,Philip Kaufman
10467,Anthony Hopkins,Bridget Fonda,Matthew Broderick,Alan Parker,Alan Parker
5550,Robert John Burke,Nancy Allen,Mario Machado,Fred Dekker,Frank Miller
8005,Cary Elwes,Dom DeLuise,Roger Rees,Mel Brooks,Mel Brooks
2088,Gary Oldman,Lena Olin,Annabella Sciorra,Peter Medak,Hilary Henkin
10412,Russell Crowe,Daniel Pollock,Jacqueline McKenzie,Geoffrey Wright,Geoffrey Wright
47889,Ashley Judd,Todd Field,Bentley Mitchum,Victor Nunez,Geoffrey Wright
14534,Sean Astin,Jon Favreau,Ned Beatty,David Anspaugh,Geoffrey Wright
56583,Danny Glover,Matt Dillon,Rick Aviles,Tim Hunter,Geoffrey Wright
41878,Cyril Collard,Romane Bohringer,Carlos López,Cyril Collard,Geoffrey Wright
424,Liam Neeson,Ben Kingsley,Ralph Fiennes,Steven Spielberg,Steven Zaillian
35233,Brendan Fraser,Albert Brooks,Dianne Wiest,Michael Ritchie,Steven Zaillian
14291,Max Pomeranc,Joe Mantegna,Joan Allen,Steven Zaillian,Steven Zaillian
103413,William Hurt,Nathan Yapp,Keith Allen,Chris Menges,David Cook
11236,Kate Maberly,Heydon Prowse,Andrew Knott,Agnieszka Holland,Caroline Thompson
11592,Kathleen Turner,Sam Waterston,Ricki Lake,John Waters,Caroline Thompson
8850,Alec Baldwin,John Lone,Penelope Ann Miller,Russell Mulcahy,David Koepp
10445,Anthony Hopkins,Debra Winger,John Wood,Richard Attenborough,William Nicholson
695,Julianne Moore,Andie MacDowell,Tim Robbins,Robert Altman,Robert Altman
43535,Steve Martin,Anne Heche,Gabriel Byrne,Gillies MacKinnon,Robert Altman
12519,Hugh Grant,Tara Fitzgerald,Sam Neill,John Duigan,John Duigan
23210,Will Smith,Donald Sutherland,Stockard Channing,Fred Schepisi,John Duigan
858,Tom Hanks,Meg Ryan,Bill Pullman,Nora Ephron,Nora Ephron
867,Sharon Stone,William Baldwin,Tom Berenger,Phillip Noyce,Joe Eszterhas
78,Harrison Ford,Rutger Hauer,Sean Young,Ridley Scott,Hampton Fancher
13203,Pauly Shore,Carla Gugino,Lane Smith,Steve Rash,Hampton Fancher
10442,Mike Myers,Nancy Travis,Anthony LaPaglia,Thomas Schlamme,Robbie Fox
11074,Bruce Willis,Sarah Jessica Parker,Dennis Farina,Rowdy Herrington,Rowdy Herrington
33367,Nastassja Kinski,Ben Kingsley,Zohra Sehgal,Arthur Joffé,Arthur Joffé
9607,Bob Hoskins,John Leguizamo,Dennis Hopper,Annabel Jankel,Parker Bennett
17585,Ice-T,Rutger Hauer,Charles S. Dutton,Ernest R. Dickerson,Parker Bennett
9057,Charlie Sheen,Nastassja Kinski,James Gandolfini,Deran Sarafian,David Twohy
20967,Colm Feore,Derek Keurvorst,Derek Keurvorst,François Girard,David Twohy
10635,Josh Charles,Stephen Baldwin,Lara Flynn Boyle,Andrew Fleming,Andrew Fleming
9479,Danny Elfman,Chris Sarandon,Catherine O'Hara,Henry Selick,Caroline Thompson
10057,Charlie Sheen,Kiefer Sutherland,Chris O'Donnell,Stephen Herek,David Loughery
11969,Kurt Russell,Val Kilmer,Sam Elliott,George P. Cosmatos,Kevin Jarre
41590,William Hurt,Joanne Whalley,Gabriel Byrne,Heywood Gould,Jordan Katz
319,Christian Slater,Patricia Arquette,Michael Rapaport,Tony Scott,Quentin Tarantino
26408,James Carville,George Stephanopoulos,Heather Beckel,D.A. Pennebaker,Quentin Tarantino
15139,Macaulay Culkin,Christopher Lloyd,Patrick Stewart,Joe Johnston,Ernie Contreras
161158,Leslie Hope,Peter Outerbridge,Victor Ertmanis,Jerry Ciccoritti,Ernie Contreras
218473,Martha Plimpton,Kelly Lynch,Rutger Hauer,Jennifer Warren,Ernie Contreras
85247,Anthony LaPaglia,Mimi Rogers,Matt Craven,Mark Malone,Gordon Melbourne
11446,Heather Matarazzo,Victoria Davis,Christina Brucato,Todd Solondz,Todd Solondz
51980,Miou-Miou,Gérard Depardieu,Renaud,Claude Berri,Claude Berri
24405,Tom Berenger,William McNamara,Эрика Элениак,Dennis Hopper,Joe Batteer
11655,Federico Luppi,Ron Perlman,Claudio Brook,Guillermo del Toro,Guillermo del Toro
11800,Eric Stoltz,Mary-Louise Parker,Ralph Macchio,Daniel Algrant,Daniel Algrant
8223,Verónica Forqué,Victoria Abril,Peter Coyote,Pedro Almodóvar,Pedro Almodóvar
14587,Kim Vithana,Jimmi Harkishin,Sarita Khajuria,Gurinder Chadha,Pedro Almodóvar
31504,Luke Edwards,Timothy Busfield,John Ashton,Andrew Scheinman,Andrew Scheinman
41653,Stellan Skarsgård,Jesper Salén,Basia Frydman,Åke Sandgren,Andrew Scheinman
53185,Julie Walters,Jim Broadbent,Thora Hird,Richard Loncraine,Andrew Scheinman
95743,Robin Givens,Marco Hofschneider,Rick Johnson,Eva Sereny,Andrew Scheinman
23637,Paolo Villaggio,Gigio Morra,Paolo Bonacelli,Lina Wertmüller,Andrew Scheinman
17600,Jeremy Davies,Benjamin Hendrickson,Alberta Watson,David O. Russell,Andrew Scheinman
10897,Bug Hall,Travis Tedford,Brittany Ashton Holmes,Penelope Spheeris,Paul Guay
349394,Jean Yanne,Ken Higelin,Florence Darel,Rémy Duchemin,Paul Guay
21352,Tina Majorino,Keith Carradine,Chelsea Field,George T. Miller,Harry Goodridge
68806,Claudio Amendola,Carlo Cecchi,Enrico Lo Verso,Ricky Tognazzi,Graziano Diana
37345,Jim Broadbent,Phoebe Cates,Kevin Kline,Michael Austin,Graziano Diana
32562,Lily Tomlin,Tony Curtis,Susan Sarandon,Rob Epstein,Graziano Diana
47507,Vincent Cassel,Julie Mauduech,Hubert Koundé,Mathieu Kassovitz,Graziano Diana
25403,Nanni Moretti,Renato Carpentieri,Antonio Neiwiller,Nanni Moretti,Graziano Diana
124304,Marcello Mastroianni,Luisina Brando,Alejandra Podesta,María Luisa Bemberg,María Luisa Bemberg
9066,Shelley Long,Gary Cole,Christine Taylor,Betty Thomas,Laurice Elehwany
771,Macaulay Culkin,Joe Pesci,Daniel Stern,Chris Columbus,John Hughes
251,Patrick Swayze,Demi Moore,Whoopi Goldberg,Jerry Zucker,John Hughes
812,Scott Weinger,Robin Williams,Linda Larkin,Ron Clements,Ted Elliott
280,Arnold Schwarzenegger,Linda Hamilton,Robert Patrick,James Cameron,Ted Elliott
581,Kevin Costner,Mary McDonnell,Graham Greene,Kevin Costner,Michael Blake
80350,Roddy Piper,Billy Blanks,Richard Norton,Steve Cohen,Michael Blake
268,Jack Nicholson,Michael Keaton,Kim Basinger,Tim Burton,Warren Skaaren
